state, time, pressure
0,0.00,0.00
0,0.05,101324.45
0,0.11,101326.88
0,0.16,101327.81
0,0.21,101327.13
0,0.26,101324.86
0,0.31,101322.28
0,0.37,101319.88
0,0.42,101317.52
0,0.47,101314.66
0,0.52,101312.11
0,0.57,101309.95
0,0.63,101307.91
0,0.68,101306.06
0,0.73,101304.42
0,0.78,101303.00
0,0.83,101301.56
0,0.89,101300.53
0,0.94,101299.60
0,0.99,101298.62
0,1.04,101297.53
0,1.09,101296.59
0,1.15,101296.27
0,1.20,101295.85
0,1.25,101295.58
0,1.31,101295.09
0,1.37,101294.39
0,1.42,101293.13
0,1.51,101291.93
0,1.57,101291.28
0,1.65,101290.81
0,1.72,101290.55
0,1.78,101290.47
0,1.86,101289.58
0,1.92,101289.22
0,2.01,101288.80
0,2.07,101288.23
0,2.15,101287.21
0,2.21,101286.84
0,2.29,101287.24
0,2.35,101287.92
0,2.44,101288.42
0,2.50,101288.75
0,2.58,101288.91
0,2.64,101288.80
0,2.72,101289.38
0,2.79,101289.45
0,2.87,101290.80
0,2.93,101291.09
0,3.01,101291.25
0,3.07,101290.64
0,3.16,101290.19
0,3.22,101290.39
0,3.30,101290.45
0,3.36,101291.47
0,3.44,101292.98
0,3.51,101294.17
0,3.59,101293.82
0,3.65,101292.52
0,3.73,101289.71
0,3.79,101287.36
0,3.88,101284.59
0,3.94,101283.63
0,4.00,101283.16
0,4.08,101282.00
0,4.14,101281.73
0,4.22,101281.16
0,4.28,101280.33
0,4.37,101279.94
0,4.43,101280.02
0,4.51,101279.90
0,4.57,101279.75
0,4.66,101279.73
0,4.72,101279.23
0,4.80,101278.92
0,4.86,101278.76
0,4.95,101277.56
1,5.01,101277.41
1,5.09,100714.20
1,5.15,99117.62
1,5.23,97276.73
1,5.29,95955.88
1,5.38,94865.33
1,5.44,93876.01
1,5.52,93133.06
1,5.58,92402.39
1,5.66,91682.56
1,5.72,91181.73
1,5.81,90510.94
1,5.87,90109.56
1,5.95,89469.80
1,6.01,89065.41
1,6.10,88490.23
1,6.16,88093.89
1,6.22,87675.56
1,6.30,87061.24
1,6.36,86682.70
1,6.45,86079.13
1,6.51,85678.65
1,6.59,85127.57
1,6.65,84717.02
1,6.73,84176.01
1,6.79,83849.44
1,6.88,83240.78
1,6.94,82912.83
1,7.02,82336.36
1,7.08,81982.41
1,7.16,81463.39
1,7.22,81040.06
1,7.31,80635.02
1,7.37,80161.25
1,7.45,79824.06
1,7.51,79295.02
1,7.60,78961.30
1,7.66,78488.23
1,7.74,78121.17
1,7.80,77729.97
1,7.89,77266.93
1,7.95,76935.77
1,8.03,76467.70
1,8.09,76178.36
1,8.17,75694.52
1,8.23,75392.78
1,8.32,74937.28
1,8.38,74630.44
1,8.44,74841.45
1,8.50,74492.83
1,8.58,73919.05
1,8.64,73431.91
1,8.73,73049.63
1,8.78,72566.64
1,8.87,72252.59
1,8.93,71771.41
1,9.01,71467.78
2,9.07,71097.50
2,9.16,71204.47
2,9.22,71825.94
2,9.30,72407.78
2,9.36,72754.87
2,9.44,73067.54
2,9.50,73263.00
2,9.58,73450.02
2,9.64,73573.63
2,9.72,73700.66
2,9.78,73789.39
2,9.87,73888.44
2,9.93,73961.97
2,10.01,74048.09
2,10.07,74113.65
2,10.15,74191.72
2,10.21,74252.30
2,10.29,74327.59
2,10.35,74387.06
2,10.43,74459.98
2,10.49,74517.42
2,10.58,74588.88
2,10.64,74646.02
2,10.70,74693.44
2,10.76,74751.27
2,10.84,74821.20
2,10.90,74876.91
2,10.98,74946.50
2,11.04,75001.91
2,11.12,75070.39
2,11.18,75125.30
2,11.26,75193.38
2,11.32,75247.98
2,11.41,75316.29
2,11.47,75370.67
2,11.55,75438.73
2,11.61,75492.98
2,11.69,75560.23
2,11.75,75613.75
2,11.83,75681.20
2,11.89,75734.75
2,11.97,75801.39
2,12.03,75853.95
2,12.12,75919.48
2,12.18,75972.41
2,12.26,76039.47
2,12.32,76092.47
2,12.40,76158.09
2,12.46,76209.55
2,12.54,76273.76
2,12.60,76325.41
2,12.68,76391.08
2,12.74,76442.53
2,12.83,76506.59
2,12.89,76546.19
2,12.95,76599.83
2,13.03,76665.50
2,13.09,76718.09
2,13.17,76781.88
2,13.23,76832.62
2,13.31,76895.35
2,13.38,76944.45
2,13.46,77006.66
2,13.52,77056.83
2,13.60,77118.53
2,13.66,77168.27
2,13.74,77229.63
2,13.80,77278.32
2,13.88,77339.81
2,13.94,77388.89
2,14.02,77449.14
2,14.09,77496.70
2,14.17,77556.77
2,14.23,77604.42
2,14.31,77663.92
2,14.37,77711.77
2,14.45,77771.45
2,14.51,77818.69
2,14.59,77877.02
2,14.65,77923.09
2,14.73,77980.82
2,14.80,78026.81
2,14.88,78085.66
2,14.94,78131.67
2,15.02,78189.36
2,15.08,78224.84
2,15.14,78272.80
2,15.22,78331.81
2,15.28,78379.34
2,15.36,78437.72
2,15.42,78483.06
2,15.51,78540.45
2,15.56,78585.55
2,15.65,78640.50
2,15.71,78684.55
2,15.79,78740.53
2,15.85,78784.95
2,15.93,78839.78
2,15.99,78883.56
