state, time, pressure
0,4.35,101243.31
0,4.40,101243.70
0,4.48,101244.84
0,4.53,101244.86
0,4.61,101244.98
0,4.66,101245.13
0,4.74,101245.14
0,4.79,101244.64
0,4.87,101243.11
0,4.92,101243.05
0,5.00,101242.79
2,5.05,87268.38
2,5.13,98926.27
0,0.00,100272.99
0,0.05,100781.76
0,0.11,100923.98
0,0.16,101016.69
0,0.21,101082.60
0,0.26,101130.93
0,0.31,101166.39
0,0.37,101192.52
0,0.42,101212.05
0,0.47,101226.39
0,0.52,101237.10
0,0.57,101244.64
0,0.63,101250.38
0,0.68,101254.59
0,0.73,101257.81
0,0.78,101259.96
0,0.83,101261.25
0,0.89,101262.25
0,0.95,101262.91
0,1.01,101263.59
0,1.06,101264.00
0,1.11,101264.19
0,1.16,101264.07
0,1.21,101263.70
0,1.27,101263.20
0,1.33,101262.73
0,1.40,101261.84
0,1.45,101261.11
0,1.53,101259.38
0,1.58,101258.41
0,1.66,101256.70
0,1.71,101254.72
0,1.79,101253.17
0,1.84,101252.35
0,1.92,101251.75
0,1.97,101251.04
0,2.05,101249.66
0,2.10,101248.73
0,2.18,101248.69
0,2.23,101248.56
0,2.31,101248.51
0,2.36,101248.24
0,2.44,101248.17
0,2.49,101248.41
0,2.57,101248.31
0,2.62,101247.93
0,2.69,101247.67
0,2.74,101247.27
0,2.82,101247.17
0,2.88,101247.16
0,2.93,101247.66
0,3.01,101248.27
0,3.06,101247.97
0,3.14,101247.67
0,3.19,101247.51
0,3.27,101247.16
0,3.32,101246.36
0,3.39,101245.72
0,3.44,101245.01
0,3.52,101244.84
0,3.57,101245.06
0,3.65,101244.84
0,3.70,101244.81
0,3.78,101244.77
0,3.83,101244.26
0,3.91,101243.70
0,3.96,101243.25
0,4.04,101242.27
0,4.09,101241.39
0,4.17,101241.16
0,4.22,101241.63
0,4.30,101241.65
0,4.35,101242.02
0,4.43,101241.36
0,4.48,101241.16
0,4.55,101240.66
0,4.61,101240.73
0,4.68,101241.23
0,4.73,101241.69
0,4.81,101242.11
0,4.87,101242.71
0,4.92,101243.33
0,5.00,101243.45
1,5.06,101259.05
1,5.14,99404.14
1,5.19,97736.18
1,5.26,96366.83
1,5.32,95269.20
1,5.39,94222.85
1,5.44,93659.22
1,5.52,92765.34
1,5.57,92271.22
1,5.65,91666.48
1,5.70,91009.98
1,5.78,90621.53
1,5.83,90193.27
