state, time, pressure
2,26.11,68295.90
2,26.21,68342.27
2,26.31,68388.63
2,26.42,68434.98
2,26.52,68481.29
2,26.62,68527.52
2,26.72,68573.64
2,26.82,68619.80
2,26.93,68666.04
2,27.03,68712.25
2,27.13,68758.48
2,27.23,68804.66
2,27.33,68850.81
2,27.44,68896.84
2,27.54,68942.91
2,27.64,68988.94
2,27.74,69034.98
2,27.84,69081.10
2,27.95,69127.09
2,28.05,69173.08
2,28.15,69219.03
2,28.25,69264.84
2,28.35,69310.71
2,28.46,69356.63
2,28.56,69402.52
2,28.66,69448.38
2,28.76,69494.20
2,28.88,69540.07
2,28.98,69585.87
2,29.08,69631.70
2,29.18,69677.57
2,29.28,69723.38
2,29.39,69769.14
2,29.49,69814.86
2,29.59,69860.60
2,29.69,69906.34
2,29.79,69952.00
2,29.90,69997.64
2,30.00,70043.27
2,30.10,70088.87
2,30.20,70134.41
2,30.30,70180.02
2,30.41,70225.55
2,30.51,70270.98
2,30.61,70316.38
2,30.71,70361.77
2,30.81,70407.20
2,30.92,70452.54
2,31.02,70497.89
2,31.12,70543.16
2,31.22,70588.40
2,31.32,70633.61
2,31.43,70678.88
2,31.53,70724.06
2,31.63,70769.26
2,31.73,70814.41
2,31.83,70859.61
2,31.94,70904.82
2,32.05,70950.13
2,32.15,70995.41
2,32.26,71040.73
2,32.36,71086.05
2,32.46,71131.38
2,32.56,71176.59
2,32.67,71221.84
2,32.77,71267.00
2,32.87,71312.11
2,32.97,71357.17
2,33.07,71402.27
2,33.17,71447.28
2,33.28,71492.37
2,33.38,71537.40
2,33.48,71582.44
2,33.58,71627.32
2,33.69,71672.25
2,33.79,71717.19
2,33.89,71762.13
2,33.99,71807.04
2,34.09,71851.92
2,34.19,71896.89
2,34.30,71941.80
2,34.40,71986.70
2,34.50,72031.55
2,34.60,72076.42
2,34.71,72121.25
2,34.81,72166.12
2,34.91,72210.97
2,35.01,72255.80
2,35.11,72300.59
2,35.23,72345.54
2,35.33,72390.55
2,35.43,72435.59
2,35.53,72480.57
2,35.63,72525.52
2,35.74,72570.55
2,35.84,72615.55
2,35.94,72660.48
2,36.04,72705.41
2,36.15,72750.44
2,36.25,72795.47
2,36.35,72840.49
2,36.45,72885.52
2,36.55,72930.51
2,36.65,72975.46
2,36.76,73020.38
2,36.86,73065.38
2,36.96,73110.41
2,37.06,73155.44
2,37.17,73200.43
2,37.27,73245.47
2,37.37,73290.45
2,37.47,73335.34
2,37.57,73380.26
2,37.67,73425.21
2,37.78,73470.27
2,37.88,73515.30
2,37.98,73560.23
2,38.08,73605.25
2,38.19,73650.20
2,38.29,73695.16
2,38.40,73740.34
2,38.50,73785.59
2,38.60,73830.91
2,38.71,73876.19
2,38.81,73921.41
2,38.91,73966.59
2,39.01,74011.77
2,39.12,74056.93
2,39.22,74102.18
2,39.32,74147.44
2,39.42,74192.60
2,39.52,74237.77
2,39.63,74282.91
2,39.73,74328.07
2,39.83,74373.20
2,39.93,74418.38
2,40.03,74463.60
2,40.13,74508.94
2,40.24,74554.23
2,40.34,74599.56
2,40.44,74644.91
2,40.54,74690.19
2,40.65,74735.44
2,40.75,74780.73
2,40.85,74826.12
2,40.95,74871.52
2,41.05,74916.95
2,41.15,74962.40
2,41.26,75007.73
2,41.36,75053.16
2,41.46,75098.67
2,41.58,75144.29
2,41.68,75190.03
2,41.78,75235.84
2,41.88,75281.66
2,41.98,75327.44
2,42.08,75373.17
2,42.19,75418.93
2,42.29,75464.81
2,42.39,75510.77
2,42.49,75556.66
2,42.60,75602.66
2,42.70,75648.73
2,42.80,75694.76
2,42.90,75740.76
2,43.00,75786.82
2,43.10,75832.97
2,43.21,75879.11
2,43.31,75925.27
2,43.41,75971.45
2,43.51,76017.55
2,43.62,76063.67
2,43.72,76109.89
2,43.82,76156.16
2,43.92,76202.41
2,44.02,76248.79
2,44.13,76295.13
2,44.23,76341.49
2,44.33,76387.88
2,44.43,76434.20
2,44.53,76480.60
2,44.63,76527.03
2,44.75,76573.72
2,44.85,76620.43
2,44.95,76667.12
2,45.06,76713.77
2,45.16,76760.50
2,45.26,76807.32
2,45.36,76854.17
2,45.46,76900.99
2,45.56,76947.84
2,45.67,76994.64
2,45.77,77041.53
2,45.87,77088.54
2,45.97,77135.55
2,46.08,77182.65
2,46.18,77229.73
2,46.28,77276.93
2,46.38,77324.07
2,46.48,77371.23
2,46.58,77418.52
2,46.69,77465.89
2,46.79,77513.35
2,46.89,77560.85
2,46.99,77608.33
2,47.10,77655.92
2,47.20,77703.56
2,47.30,77751.31
2,47.40,77799.11
2,47.50,77846.95
2,47.60,77894.87
2,47.71,77942.84
2,47.81,77990.86
2,47.92,78039.06
2,48.03,78087.41
2,48.13,78135.88
2,48.23,78184.32
2,48.33,78232.87
2,48.43,78281.38
2,48.53,78329.99
2,48.64,78378.63
2,48.74,78427.43
2,48.84,78476.28
2,48.94,78525.15
2,49.04,78574.16
2,49.15,78623.22
2,49.25,78672.34
2,49.35,78721.48
2,49.45,78770.84
2,49.56,78820.20
2,49.66,78869.63
2,49.76,78919.20
2,49.86,78968.85
2,49.96,79018.52
2,50.06,79068.33
2,50.17,79118.24
2,50.27,79168.23
2,50.37,79218.34
2,50.47,79268.51
2,50.58,79318.76
2,50.68,79369.10
2,50.78,79419.63
2,50.88,79470.23
2,50.98,79520.98
2,51.10,79572.07
2,51.20,79623.24
2,51.31,79674.50
2,51.41,79725.92
2,51.51,79777.51
2,51.61,79829.17
2,51.71,79880.88
2,51.81,79932.65
2,51.92,79984.52
2,52.02,80036.55
2,52.12,80088.75
2,52.22,80140.95
2,52.33,80193.30
2,52.43,80245.72
2,52.53,80298.24
2,52.63,80350.95
2,52.73,80403.84
2,52.83,80456.82
2,52.94,80510.02
2,53.04,80563.29
2,53.14,80616.71
2,53.24,80670.34
2,53.35,80724.13
2,53.45,80777.98
2,53.55,80831.98
2,53.65,80886.15
2,53.75,80940.45
2,53.85,80994.96
2,53.96,81049.67
2,54.06,81104.55
2,54.16,81159.48
2,54.28,81214.68
2,54.38,81270.10
2,54.48,81325.77
2,54.58,81381.57
2,54.68,81437.56
2,54.78,81493.63
2,54.89,81549.88
2,54.99,81606.24
2,55.09,81662.85
2,55.19,81719.62
2,55.29,81776.54
2,55.40,81833.56
2,55.50,81890.75
2,55.60,81948.23
2,55.70,82005.85
2,55.81,82063.66
2,55.91,82121.68
2,56.01,82179.80
2,56.11,82238.08
2,56.21,82296.53
2,56.31,82355.25
2,56.42,82414.03
2,56.52,82473.04
2,56.62,82532.27
2,56.72,82591.71
2,56.83,82651.36
2,56.93,82711.21
2,57.03,82771.20
2,57.13,82831.32
2,57.23,82891.64
2,57.33,82952.15
2,57.45,83013.10
2,57.55,83074.34
2,57.65,83135.67
2,57.76,83197.23
2,57.86,83258.99
2,57.96,83320.93
2,58.06,83383.05
2,58.16,83445.38
2,58.26,83507.84
2,58.37,83570.56
2,58.47,83633.51
2,58.57,83696.59
2,58.67,83759.87
2,58.78,83823.45
2,58.88,83887.22
2,58.98,83951.22
2,59.08,84015.44
2,59.18,84079.88
2,59.28,84144.66
2,59.39,84209.70
2,59.49,84274.88
2,59.59,84340.25
2,59.69,84405.88
2,59.79,84471.81
2,59.90,84538.02
2,60.00,84604.51
2,60.10,84671.21
2,60.20,84738.16
2,60.31,84805.41
2,60.41,84872.92
2,60.51,84940.70
2,60.62,85008.99
2,60.72,85077.61
2,60.83,85146.48
2,60.93,85215.60
2,61.03,85284.97
2,61.13,85354.66
2,61.24,85424.66
2,61.34,85494.92
2,61.44,85565.33
2,61.54,85636.03
2,61.64,85707.06
2,61.74,85778.33
2,61.85,85849.85
2,61.95,85921.63
2,62.05,85993.75
2,62.15,86066.23
2,62.26,86139.06
2,62.36,86212.11
2,62.46,86285.55
2,62.56,86359.29
2,62.66,86433.21
2,62.76,86507.37
2,62.87,86581.86
2,62.97,86656.82
2,63.07,86732.03
2,63.17,86807.45
2,63.28,86883.37
2,63.38,86959.54
2,63.48,87036.05
2,63.58,87112.84
2,63.68,87189.95
2,63.80,87267.71
2,63.90,87345.85
2,64.00,87424.26
2,64.10,87502.96
2,64.21,87581.98
2,64.31,87661.20
2,64.41,87740.66
2,64.51,87820.40
2,64.61,87900.53
2,64.71,87980.88
2,64.82,88061.57
2,64.92,88142.70
2,65.02,88224.12
2,65.12,88305.77
2,65.22,88387.63
2,65.33,88469.82
2,65.43,88552.21
2,65.53,88634.83
2,65.63,88717.77
2,65.74,88801.06
2,65.84,88884.54
2,65.94,88968.27
2,66.04,89052.27
2,66.14,89136.59
2,66.25,89221.19
2,66.35,89306.05
2,66.45,89391.28
2,66.55,89476.70
2,66.65,89562.38
2,66.75,89648.32
2,66.86,89734.64
2,66.97,89821.56
2,67.07,89908.81
2,67.18,89996.38
2,67.28,90084.15
2,67.38,90172.11
2,67.48,90260.41
2,67.58,90349.00
2,67.68,90437.89
2,67.79,90526.97
2,67.89,90616.39
2,67.99,90706.11
2,68.09,90796.08
2,68.19,90886.38
2,68.30,90976.99
2,68.40,91067.93
2,68.50,91159.15
2,68.60,91250.67
2,68.71,91342.52
2,68.81,91434.63
2,68.91,91527.03
2,69.01,91619.91
2,69.11,91713.07
2,69.21,91806.63
2,69.32,91900.60
2,69.42,91994.97
2,69.52,92089.73
2,69.62,92185.01
2,69.72,92280.95
2,69.83,92377.41
2,69.93,92474.58
2,70.03,92572.38
2,70.15,92671.28
2,70.25,92771.16
2,70.35,92871.83
2,70.46,92973.24
2,70.56,93075.52
2,70.66,93178.57
2,70.76,93282.44
2,70.86,93387.31
2,70.96,93493.09
2,71.07,93600.00
2,71.17,93707.84
2,71.27,93816.64
2,71.37,93926.49
2,71.47,94037.34
2,71.58,94149.17
2,71.68,94261.95
2,71.78,94375.74
2,71.88,94490.52
2,71.99,94606.14
2,72.09,94722.66
2,72.19,94839.96
2,72.29,94958.13
2,72.39,95077.10
2,72.50,95196.78
2,72.60,95317.16
2,72.70,95438.07
2,72.80,95559.48
2,72.90,95681.52
2,73.00,95803.95
2,73.11,95926.78
2,73.21,96049.92
2,73.32,96174.09
2,73.43,96298.91
2,73.53,96424.30
2,73.63,96550.09
2,73.73,96675.88
2,73.83,96801.70
2,73.93,96927.41
2,74.04,97052.88
2,74.14,97178.06
2,74.24,97302.71
2,74.34,97426.86
2,74.44,97550.96
2,74.55,97675.07
2,74.65,97798.81
2,74.75,97920.98
2,74.85,98040.04
2,74.96,98155.36
2,75.06,98266.79
2,75.16,98374.37
2,75.26,98478.08
2,75.36,98578.22
2,75.46,98674.88
2,75.57,98768.06
2,75.67,98857.82
2,75.77,98944.48
2,75.87,99028.18
2,75.97,99108.86
2,76.08,99186.75
2,76.18,99261.90
2,76.28,99334.45
2,76.38,99404.34
2,76.50,99471.78
2,76.60,99536.88
2,76.70,99599.70
2,76.80,99660.28
2,76.90,99718.66
2,77.01,99774.95
2,77.11,99829.23
2,77.21,99881.70
2,77.31,99932.30
2,77.42,99981.13
2,77.52,100028.23
2,77.62,100073.66
2,77.72,100117.52
2,77.82,100159.80
2,77.93,100200.59
2,78.03,100239.97
2,78.13,100277.99
2,78.23,100314.59
2,78.33,100349.95
2,78.43,100384.09
2,78.54,100416.98
2,78.64,100448.68
2,78.74,100479.34
2,78.84,100508.91
2,78.94,100537.37
2,79.05,100564.87
2,79.15,100591.41
2,79.25,100616.98
2,79.35,100641.66
