state, time, pressure
0,0.00,101324.98
0,0.04,101324.94
0,0.07,101324.90
0,0.11,101324.85
0,0.15,101324.80
0,0.18,101324.76
0,0.22,101324.72
0,0.25,101324.69
0,0.29,101324.65
0,0.33,101324.63
0,0.36,101324.58
0,0.40,101324.52
0,0.43,101324.45
0,0.47,101324.40
0,0.51,101324.38
0,0.54,101324.36
0,0.58,101324.34
0,0.61,101324.28
0,0.65,101324.24
0,0.69,101324.18
0,0.72,101324.13
0,0.76,101324.09
0,0.79,101324.06
0,0.83,101324.02
0,0.87,101323.98
0,0.90,101323.93
0,0.94,101323.87
0,0.97,101323.82
0,1.01,101323.74
0,1.05,101323.68
0,1.08,101323.63
0,1.13,101323.57
0,1.17,101323.52
0,1.20,101323.48
0,1.24,101323.45
0,1.27,101323.43
0,1.31,101323.41
0,1.35,101323.37
0,1.38,101323.36
0,1.42,101323.34
0,1.45,101323.32
0,1.49,101323.27
0,1.53,101323.23
0,1.56,101323.20
0,1.60,101323.17
0,1.63,101323.13
0,1.67,101323.11
0,1.71,101323.06
0,1.74,101323.04
0,1.78,101323.02
0,1.81,101323.01
0,1.85,101323.02
0,1.89,101323.02
0,1.92,101323.02
0,1.96,101323.01
0,1.99,101323.02
0,2.03,101323.03
0,2.07,101323.04
0,2.10,101323.05
0,2.14,101323.07
0,2.17,101323.07
0,2.21,101323.08
0,2.26,101323.09
0,2.29,101323.10
0,2.33,101323.10
0,2.37,101323.07
0,2.40,101323.05
0,2.44,101323.03
0,2.47,101323.02
0,2.51,101323.02
0,2.55,101323.02
0,2.58,101323.03
0,2.62,101323.02
0,2.65,101323.02
0,2.69,101323.03
0,2.73,101323.04
0,2.76,101323.06
0,2.80,101323.05
0,2.83,101323.04
0,2.87,101323.02
0,2.91,101323.02
0,2.94,101323.03
0,2.98,101323.02
0,3.01,101323.01
0,3.05,101323.01
0,3.09,101323.01
0,3.12,101322.99
0,3.16,101322.97
0,3.19,101322.98
0,3.23,101323.02
0,3.27,101323.09
0,3.30,101323.11
0,3.34,101323.07
0,3.39,101322.98
0,3.42,101322.88
0,3.46,101322.84
0,3.49,101322.80
0,3.53,101322.80
0,3.57,101322.81
0,3.60,101322.82
0,3.64,101322.88
0,3.67,101322.94
0,3.70,101322.98
0,3.71,101323.02
0,3.73,101323.02
0,3.74,101323.03
0,3.77,101323.04
0,3.78,101323.05
0,3.80,101323.03
0,3.81,101323.02
0,3.84,101323.02
0,3.84,101323.02
0,3.87,101322.99
0,3.88,101322.97
0,3.90,101322.96
0,3.91,101322.95
0,3.94,101322.93
0,3.95,101322.91
0,3.97,101322.92
0,3.98,101322.94
0,4.01,101322.95
0,4.01,101322.97
0,4.04,101322.97
0,4.05,101322.97
0,4.07,101322.97
0,4.10,101322.96
0,4.10,101322.95
0,4.13,101322.94
0,4.14,101322.92
0,4.16,101322.89
0,4.17,101322.86
0,4.20,101322.83
0,4.21,101322.80
0,4.23,101322.80
0,4.24,101322.80
0,4.27,101322.79
0,4.27,101322.78
0,4.30,101322.75
0,4.31,101322.72
0,4.34,101322.70
0,4.34,101322.67
0,4.37,101322.66
0,4.38,101322.64
0,4.40,101322.62
0,4.41,101322.59
0,4.44,101322.59
0,4.44,101322.58
0,4.47,101322.59
0,4.48,101322.59
0,4.51,101322.59
0,4.51,101322.59
0,4.54,101322.59
0,4.55,101322.59
0,4.57,101322.59
0,4.58,101322.59
0,4.60,101322.57
0,4.63,101322.54
0,4.63,101322.51
0,4.66,101322.48
0,4.67,101322.46
0,4.69,101322.45
0,4.70,101322.45
0,4.73,101322.44
0,4.74,101322.43
0,4.76,101322.39
0,4.77,101322.35
0,4.80,101322.34
0,4.80,101322.32
0,4.83,101322.29
0,4.84,101322.26
0,4.86,101322.23
0,4.87,101322.21
0,4.90,101322.17
0,4.91,101322.13
0,4.93,101322.12
0,4.94,101322.10
0,4.97,101322.07
0,4.97,101322.04
1,5.00,101322.00
1,5.01,101321.96
1,5.03,101238.53
1,5.04,101155.94
1,5.07,101108.94
1,5.07,101062.41
1,5.10,101043.38
1,5.11,101024.55
1,5.13,100997.77
1,5.16,100890.22
1,5.16,100783.74
1,5.19,100646.44
1,5.20,100510.51
1,5.22,100364.41
1,5.23,100219.78
1,5.26,100084.53
1,5.26,99950.63
1,5.29,99844.98
1,5.30,99740.38
1,5.32,99666.68
1,5.33,99593.72
1,5.36,99549.89
1,5.37,99506.50
1,5.39,99477.65
1,5.40,99449.09
1,5.43,99420.79
1,5.43,99392.78
1,5.46,99365.83
1,5.47,99339.15
1,5.49,99313.64
1,5.50,99288.39
1,5.53,99261.73
1,5.54,99235.34
1,5.56,99205.41
1,5.57,99175.77
1,5.60,99129.51
1,5.60,99083.71
1,5.63,99012.30
1,5.64,98941.61
1,5.66,98842.47
1,5.68,98744.32
1,5.71,98695.63
1,5.72,98647.42
1,5.74,98611.02
1,5.75,98574.99
1,5.78,98534.65
1,5.79,98494.71
1,5.81,98434.77
1,5.82,98375.42
1,5.85,98290.05
1,5.85,98205.52
1,5.88,98091.12
1,5.89,97977.85
1,5.91,97835.20
1,5.92,97693.98
1,5.95,97530.75
1,5.96,97369.15
1,5.98,97196.00
1,5.99,97024.58
1,6.02,96862.09
1,6.02,96701.22
1,6.05,96568.05
1,6.06,96436.20
1,6.09,96339.37
1,6.09,96243.50
1,6.12,96176.34
1,6.13,96109.86
1,6.15,96058.13
1,6.16,96006.93
1,6.19,95954.98
1,6.19,95903.55
1,6.22,95850.94
1,6.24,95798.85
1,6.27,95701.93
1,6.27,95605.98
1,6.30,95525.02
1,6.31,95444.87
1,6.34,95382.85
1,6.34,95321.45
1,6.37,95264.62
1,6.38,95208.34
1,6.40,95149.80
1,6.41,95091.85
1,6.44,95034.79
1,6.44,94978.30
1,6.47,94925.13
1,6.48,94872.50
1,6.51,94823.02
1,6.51,94774.05
1,6.54,94722.21
1,6.55,94670.90
1,6.57,94605.84
1,6.58,94541.45
1,6.61,94454.37
1,6.61,94368.16
1,6.64,94253.67
1,6.65,94140.32
1,6.68,93997.83
1,6.68,93856.76
1,6.71,93693.29
1,6.72,93531.46
1,6.74,93357.12
1,6.75,93184.52
1,6.78,93019.09
1,6.80,92855.33
1,6.83,92765.25
1,6.83,92676.08
1,6.86,92582.62
1,6.87,92490.09
1,6.89,92374.73
1,6.90,92260.52
1,6.93,92119.77
1,6.93,91980.44
1,6.96,91819.51
1,6.97,91660.19
1,7.00,91490.66
1,7.00,91322.84
1,7.03,91164.09
1,7.04,91006.94
1,7.06,90877.44
1,7.07,90749.23
1,7.10,90652.48
1,7.11,90556.70
1,7.13,90486.25
1,7.14,90416.50
1,7.17,90356.74
1,7.17,90297.58
1,7.20,90236.29
1,7.21,90175.62
1,7.23,90113.84
1,7.24,90052.67
1,7.27,89993.58
1,7.28,89935.07
1,7.30,89880.09
1,7.31,89825.66
1,7.34,89772.43
1,7.36,89719.73
1,7.38,89657.29
1,7.39,89595.47
1,7.42,89528.29
1,7.42,89461.78
1,7.45,89395.20
1,7.46,89329.27
1,7.48,89266.06
1,7.49,89203.48
1,7.52,89143.94
1,7.53,89084.98
1,7.55,89024.46
1,7.56,88964.55
1,7.59,88894.09
1,7.59,88824.35
1,7.62,88736.15
1,7.63,88648.83
1,7.65,88536.41
1,7.66,88425.11
1,7.69,88286.94
